11,4,13,5,1,4,0,1,0,0,1,1,1,3,3773,9
119,21,75,3,1,1,0,1,0,0,1,1,1,3,3773,3
36,9,25,5,3,3,0,1,0,0,1,1,1,3,3773,2
14,7,14,4,3,4,0,1,0,0,1,1,1,3,3773,6
5,5,2,4,3,5,0,1,0,0,1,1,1,3,3773,7
31,8,27,3,3,2,0,1,0,0,1,1,1,3,3773,2
45,12,46,4,3,2,0,1,0,0,1,1,1,3,3773,4
2,1,4,4,3,3,0,1,0,0,1,1,1,3,3773,0
24,3,8,4,3,4,0,1,0,0,1,1,1,3,3773,3
12,7,11,3,3,3,0,1,0,0,1,1,1,3,3773,5
102,24,58,2,2,3,0,1,0,0,1,1,1,3,3773,9
20,9,24,3,2,4,0,1,0,0,1,1,1,3,3773,4
7,6,9,2,2,4,0,1,0,0,1,1,1,3,3773,1
22,5,13,3,2,4,0,1,0,0,1,1,1,3,3773,1
3,3,0,3,2,4,0,1,0,0,1,1,1,3,3773,1
146,17,33,4,2,3,0,1,0,0,1,1,1,3,3773,2
8,8,9,1,4,3,0,1,0,0,1,1,1,3,3773,4
9,3,1,4,4,3,0,1,0,0,1,1,1,3,3773,2
41,9,19,3,4,2,0,1,0,0,1,1,1,3,3773,2
8,7,26,2,4,2,0,1,0,0,1,1,1,3,3773,10
10,5,2,4,4,2,0,1,0,0,1,1,1,3,3773,7
4,3,3,1,4,2,0,1,0,0,1,1,1,3,3773,3
18,7,19,4,1,3,0,1,0,0,1,1,1,3,3773,0
4,4,3,2,1,2,0,1,0,0,1,1,1,3,3773,5
29,11,15,4,1,2,1,1,0,1,1,1,2,3,3981,3
114,42,52,4,1,1,1,1,0,1,1,1,2,3,3981,11
30,12,17,5,1,2,1,1,0,1,1,1,2,3,3981,8
87,18,36,3,1,1,1,1,0,1,1,1,2,3,3981,3
26,10,28,5,3,5,1,1,0,1,1,1,2,3,3981,1
8,7,9,5,3,2,1,1,0,1,1,1,2,3,3981,8
11,8,13,5,3,2,1,1,0,1,1,1,2,3,3981,7
4,3,2,3,3,2,1,1,0,1,1,1,2,3,3981,0
56,8,7,3,3,5,1,1,0,1,1,1,2,3,3981,1
13,12,8,3,3,4,1,1,0,1,1,1,2,3,3981,4
58,9,15,4,2,2,1,1,0,1,1,1,2,3,3981,0
20,7,4,3,2,2,1,1,0,1,1,1,2,3,3981,6
70,27,24,4,2,4,1,1,0,1,1,1,2,3,3981,6
6,3,7,4,2,4,1,1,0,1,1,1,2,3,3981,1
290,263,299,4,2,2,1,1,0,1,1,1,2,3,3981,10
24,6,9,2,2,3,1,1,0,1,1,1,2,3,3981,2
29,8,21,3,4,1,1,1,0,1,1,1,2,3,3981,2
20,5,59,3,4,2,1,1,0,1,1,1,2,3,3981,8
3,3,3,3,4,3,1,1,0,1,1,1,2,3,3981,4
47,6,27,4,4,4,1,1,0,1,1,1,2,3,3981,5
35,8,19,4,4,3,1,1,0,1,1,1,2,3,3981,6
6,0,4,4,4,4,1,1,0,1,1,1,2,3,3981,1
74,47,54,4,1,2,1,1,0,1,1,1,2,3,3981,7
34,8,30,3,1,5,1,1,0,1,1,1,2,3,3981,4
576,43,340,3,1,2,1,1,0,1,1,0,3,4,3003,3
20,8,11,4,1,5,1,1,0,1,1,0,3,4,3003,5
418,32,132,2,1,2,1,1,0,1,1,0,3,4,3003,3
73,13,22,4,1,2,1,1,0,1,1,0,3,4,3003,2
30,10,32,3,3,2,1,1,0,1,1,0,3,4,3003,2
63,15,17,4,3,1,1,1,0,1,1,0,3,4,3003,2
24,10,13,5,3,2,1,1,0,1,1,0,3,4,3003,5
54,18,16,2,3,1,1,1,0,1,1,0,3,4,3003,5
20,7,11,4,3,2,1,1,0,1,1,0,3,4,3003,2
41,7,24,4,3,2,1,1,0,1,1,0,3,4,3003,3
7,5,7,4,2,2,1,1,0,1,1,0,3,4,3003,9
13,9,15,4,2,4,1,1,0,1,1,0,3,4,3003,1
10,5,4,4,2,3,1,1,0,1,1,0,3,4,3003,1
9,6,19,3,2,2,1,1,0,1,1,0,3,4,3003,7
36,19,36,2,2,5,1,1,0,1,1,0,3,4,3003,5
33,12,19,3,2,3,1,1,0,1,1,0,3,4,3003,5
156,126,142,3,4,4,1,1,0,1,1,0,3,4,3003,8
19,17,16,4,4,2,1,1,0,1,1,0,3,4,3003,5
23,17,11,3,4,3,1,1,0,1,1,0,3,4,3003,1
13,3,3,2,4,2,1,1,0,1,1,0,3,4,3003,1
8,5,8,4,4,2,1,1,0,1,1,0,3,4,3003,8
1,0,2,1,4,1,1,1,0,1,1,0,3,4,3003,0
21,18,6,2,1,1,1,1,0,1,1,0,3,4,3003,0
56,14,36,5,1,2,1,1,0,1,1,0,3,4,3003,3
29,11,14,3,1,1,1,1,1,1,1,1,4,4,2884,6
11,5,8,4,1,2,1,1,1,1,1,1,4,4,2884,1
19,12,167,4,1,4,1,1,1,1,1,1,4,4,2884,9
17,9,16,5,1,5,1,1,1,1,1,1,4,4,2884,-1806
43,8,20,4,3,2,1,1,1,1,1,1,4,4,2884,1
12,8,3,4,3,4,1,1,1,1,1,1,4,4,2884,2
15,14,7,4,3,4,1,1,1,1,1,1,4,4,2884,9
16,13,16,3,3,3,1,1,1,1,1,1,4,4,2884,6
12,4,25,3,3,3,1,1,1,1,1,1,4,4,2884,1
10,0,5,4,3,4,1,1,1,1,1,1,4,4,2884,3
27,17,16,3,2,3,1,1,1,1,1,1,4,4,2884,6
6,5,5,4,2,2,1,1,1,1,1,1,4,4,2884,2
21,20,14,5,2,2,1,1,1,1,1,1,4,4,2884,3
43,14,27,4,2,5,1,1,1,1,1,1,4,4,2884,5
97,31,37,4,2,2,1,1,1,1,1,1,4,4,2884,8
7,3,4,4,2,2,1,1,1,1,1,1,4,4,2884,5
11,9,6,3,4,2,1,1,1,1,1,1,4,4,2884,0
78,11,30,4,4,1,1,1,1,1,1,1,4,4,2884,2
12,7,4,5,4,3,1,1,1,1,1,1,4,4,2884,5
27,11,5,3,4,2,1,1,1,1,1,1,4,4,2884,2
4,3,1,5,4,2,1,1,1,1,1,1,4,4,2884,7
27,9,8,4,4,3,1,1,1,1,1,1,4,4,2884,2
12,3,7,4,1,4,1,1,1,1,1,1,4,4,2884,4
21,16,48,5,1,2,1,1,1,1,1,1,4,4,2884,12
34,17,30,4,1,3,1,1,1,1,1,1,5,4,1467,8
12,6,1,5,1,4,1,1,1,1,1,1,5,4,1467,2
79,39,51,3,1,2,1,1,1,1,1,1,5,4,1467,5
18,10,16,3,1,1,1,1,1,1,1,1,5,4,1467,2
13,3,8,4,3,1,1,1,1,1,1,1,5,4,1467,3
14,4,9,4,3,2,1,1,1,1,1,1,5,4,1467,1
19,9,28,5,3,2,1,1,1,1,1,1,5,4,1467,3
88,15,103,4,3,1,1,1,1,1,1,1,5,4,1467,3
8,4,0,4,3,2,1,1,1,1,1,1,5,4,1467,1
39,15,31,3,3,4,1,1,1,1,1,1,5,4,1467,1
130,41,61,4,2,1,1,1,1,1,1,1,5,4,1467,3
79,78,105,4,2,4,1,1,1,1,1,1,5,4,1467,7
13,10,16,4,2,5,1,1,1,1,1,1,5,4,1467,10
18,6,17,4,2,2,1,1,1,1,1,1,5,4,1467,1
8,7,3,5,2,4,1,1,1,1,1,1,5,4,1467,1
15,4,6,5,2,2,1,1,1,1,1,1,5,4,1467,0
27,0,9,1,4,2,1,1,1,1,1,1,5,4,1467,0
5,3,2,5,4,2,1,1,1,1,1,1,5,4,1467,5
22,6,6,5,4,4,1,1,1,1,1,1,5,4,1467,1
5,3,11,2,4,4,1,1,1,1,1,1,5,4,1467,1
31,8,11,4,4,5,1,1,1,1,1,1,5,4,1467,1
33,8,8,5,4,4,1,1,1,1,1,1,5,4,1467,7
10,6,11,5,1,2,1,1,1,1,1,1,5,4,1467,4
12,3,3,5,1,3,1,1,1,1,1,1,5,4,1467,4
50,14,24,5,1,4,1,1,0,1,1,1,6,5,3348,7
161,33,85,4,1,2,1,1,0,1,1,1,6,5,3348,3
153,38,81,5,1,3,1,1,0,1,1,1,6,5,3348,10
14,3,12,5,1,3,1,1,0,1,1,1,6,5,3348,2
31,12,10,5,3,3,1,1,0,1,1,1,6,5,3348,4
15,10,29,3,3,3,1,1,0,1,1,1,6,5,3348,9
5,5,4,5,3,2,1,1,0,1,1,1,6,5,3348,3
46,4,21,4,3,2,1,1,0,1,1,1,6,5,3348,2
15,6,39,1,3,2,1,1,0,1,1,1,6,5,3348,4
63,27,35,4,3,2,1,1,0,1,1,1,6,5,3348,5
17,15,13,4,2,2,1,1,0,1,1,1,6,5,3348,2
25,22,36,1,2,5,1,1,0,1,1,1,6,5,3348,9
14,8,4,5,2,2,1,1,0,1,1,1,6,5,3348,1
59,56,37,3,2,3,1,1,0,1,1,1,6,5,3348,6
11,10,17,5,2,3,1,1,0,1,1,1,6,5,3348,3
54,18,31,4,2,4,1,1,0,1,1,1,6,5,3348,5
4,3,4,5,4,2,1,1,0,1,1,1,6,5,3348,3
10,7,7,5,4,2,1,1,0,1,1,1,6,5,3348,3
14,6,7,5,4,1,1,1,0,1,1,1,6,5,3348,11
39,12,16,5,4,4,1,1,0,1,1,1,6,5,3348,2
35,24,43,5,4,2,1,1,0,1,1,1,6,5,3348,4
6,6,9,3,4,3,1,1,0,1,1,1,6,5,3348,0
23,7,2,4,1,3,1,1,0,1,1,1,6,5,3348,3
48,21,67,4,1,2,1,1,0,1,1,1,6,5,3348,13
16,9,14,4,1,4,1,1,0,1,1,1,7,5,2959,3
12,6,3,5,1,4,1,1,0,1,1,1,7,5,2959,1
36,9,15,4,1,4,1,1,0,1,1,1,7,5,2959,2
127,40,80,5,1,2,1,1,0,1,1,1,7,5,2959,8
12,5,1,5,3,2,1,1,0,1,1,1,7,5,2959,1
17,17,74,5,3,2,1,1,0,1,1,1,7,5,2959,10
23,7,21,4,3,4,1,1,0,1,1,1,7,5,2959,7
102,17,45,5,3,1,1,1,0,1,1,1,7,5,2959,2
113,15,55,5,3,3,1,1,0,1,1,1,7,5,2959,8
30,8,10,2,3,1,1,1,0,1,1,1,7,5,2959,1
24,24,24,2,2,2,1,1,0,1,1,1,7,5,2959,7
15,5,18,5,2,4,1,1,0,1,1,1,7,5,2959,3
6,4,14,1,2,1,1,1,0,1,1,1,7,5,2959,1
3,3,0,4,2,4,1,1,0,1,1,1,7,5,2959,7
41,10,56,5,2,3,1,1,0,1,1,1,7,5,2959,4
19,8,56,4,2,2,1,1,0,1,1,1,7,5,2959,10
18,9,10,5,4,2,1,1,0,1,1,1,7,5,2959,1
6,6,7,5,4,2,1,1,0,1,1,1,7,5,2959,7
103,5,98,5,4,2,1,1,0,1,1,1,7,5,2959,7
18,4,16,5,4,4,1,1,0,1,1,1,7,5,2959,0
9,7,7,5,4,1,1,1,0,1,1,1,7,5,2959,5
50,19,45,5,4,1,1,1,0,1,1,1,7,5,2959,0
4,3,8,2,1,2,1,1,0,1,1,1,7,5,2959,8
7,3,8,5,1,3,1,1,0,1,1,1,7,5,2959,5
28,23,31,3,1,2,1,1,0,1,1,1,8,5,3025,4
32,6,11,5,1,3,1,1,0,1,1,1,8,5,3025,10
4,0,4,5,1,2,1,1,0,1,1,1,8,5,3025,9
37,8,9,4,1,2,1,1,0,1,1,1,8,5,3025,3
10,3,7,5,3,3,1,1,0,1,1,1,8,5,3025,6
36,30,80,5,3,3,1,1,0,1,1,1,8,5,3025,8
31,10,14,4,3,2,1,1,0,1,1,1,8,5,3025,5
66,33,60,5,3,2,1,1,0,1,1,1,8,5,3025,10
17,4,8,5,3,2,1,1,0,1,1,1,8,5,3025,0
